application_id,candidate_id,department,job_title,job_level,source_channel,region,education_level,gender,recruiter,application_date,years_experience,passed_screening,assessment_score,interview_rounds,offer_extended,offer_accepted,hired,final_stage,rejection_reason,time_to_hire_days,cost_per_applicant
APP-100894,CAND-620967,Marketing,Content Strategist,Junior,Recruitment Agency,EMEA,Diploma,Female,A. Mensah,2025-06-20,0.0,True,64.5,0,False,False,False,Assessment,Rejected at Assessment,,6453.36
APP-100778,CAND-1128157,Finance,Financial Analyst,Mid,Company Website,EMEA,Master's,Female,D. Boateng,2024-05-24,5.6,False,,0,False,False,False,Applied,Rejected at Screening,,483.67
APP-100738,CAND-200324,Engineering,Software Engineer,Lead,Employee Referral,EMEA,Master's,Female,D. Boateng,2025-04-30,13.3,True,51.3,0,False,False,False,Screened,Failed Assessment,,542.31
APP-100523,CAND-1096379,Engineering,DevOps Engineer,Lead,Company Website,EMEA,Bachelor's,Male,A. Mensah,2025-02-03,11.8,True,52.5,0,False,False,False,Screened,Failed Assessment,,786.36
APP-101633,CAND-685856,People & Culture,Recruiter,Senior,Company Website,EMEA,Master's,Male,D. Boateng,2024-02-29,10.0,True,64.9,0,False,False,False,Assessment,Rejected at Assessment,,479.97
APP-100433,CAND-1191368,Engineering,Software Engineer,Junior,Recruitment Agency,EMEA,Bachelor's,Male,F. Antwi,2024-06-18,8.5,False,,0,False,False,False,Applied,Rejected at Screening,,3763.34
APP-101420,CAND-768760,Marketing,Marketing Specialist,Mid,Job Board,North America,Master's,Male,A. Mensah,2025-08-12,4.8,True,35.6,0,False,False,False,Screened,Failed Assessment,,1635.51
APP-101597,CAND-508367,Engineering,QA Engineer,Junior,University/Campus,LATAM,Bachelor's,Female,F. Antwi,2025-07-24,1.9,True,51.5,0,False,False,False,Screened,Failed Assessment,,2670.38
APP-100222,CAND-340219,Finance,Financial Analyst,Senior,Job Board,APAC,Bachelor's,Female,D. Boateng,2025-05-13,12.0,True,80.9,1,True,True,True,Hired,,38.0,1913.96
APP-101605,CAND-626517,Engineering,DevOps Engineer,Mid,Employee Referral,North America,High School,Non-binary,F. Antwi,2024-03-15,3.0,False,,0,False,False,False,Applied,Rejected at Screening,,720.72
APP-101253,CAND-1037251,People & Culture,People Ops Specialist,Senior,LinkedIn,North America,High School,Male,D. Boateng,2025-10-03,7.9,True,88.6,3,True,True,True,Hired,,52.0,2038.29
APP-101797,CAND-461685,Finance,Accountant,Mid,Job Board,EMEA,PhD,Female,C. Adjei,2025-09-27,2.2,True,63.0,0,False,False,False,Assessment,Rejected at Assessment,,2202.93
APP-100172,CAND-964209,Sales,Account Executive,Mid,Job Board,North America,Diploma,Male,B. Owusu,2025-04-21,2.5,False,,0,False,False,False,Applied,Rejected at Screening,,1399.68
APP-101715,CAND-223947,People & Culture,HR Business Partner,Senior,LinkedIn,APAC,Bachelor's,Undisclosed,E. Sarpong,2024-12-17,6.2,False,,0,False,False,False,Applied,Rejected at Screening,,1576.24
APP-100468,CAND-702363,Engineering,DevOps Engineer,Junior,Job Board,APAC,Master's,Male,C. Adjei,2024-10-29,1.0,False,,0,False,False,False,Applied,Rejected at Screening,,1717.54
APP-101747,CAND-1184145,Customer Success,Onboarding Specialist,Mid,Employee Referral,EMEA,Bachelor's,Male,D. Boateng,2025-02-11,3.8,True,62.4,0,False,False,False,Assessment,Rejected at Assessment,,660.38
APP-100316,CAND-900009,Finance,FP&A Manager,Junior,Employee Referral,North America,Master's,Female,F. Antwi,2025-01-28,1.7,False,,0,False,False,False,Applied,Rejected at Screening,,1031.9
APP-101694,CAND-744975,Sales,Sales Development Rep,Mid,Employee Referral,North America,Diploma,Female,F. Antwi,2025-01-19,4.4,True,52.6,0,False,False,False,Screened,Failed Assessment,,744.29
APP-101646,CAND-1138910,Engineering,DevOps Engineer,Mid,Job Board,North America,Diploma,Undisclosed,A. Mensah,2025-09-20,5.1,False,,0,False,False,False,Applied,Rejected at Screening,,3049.46
APP-100763,CAND-515053,Marketing,Marketing Manager,Mid,LinkedIn,APAC,Bachelor's,Male,B. Owusu,2025-01-10,2.9,False,,0,False,False,False,Applied,Rejected at Screening,,4769.42
APP-101017,CAND-449843,Marketing,Content Strategist,Mid,Job Board,Unknown,Bachelor's,Female,F. Antwi,2025-09-29,5.0,True,58.6,0,False,False,False,Screened,Failed Assessment,,3524.06
APP-101179,CAND-1000746,Engineering,DevOps Engineer,Mid,Recruitment Agency,EMEA,Bachelor's,Female,C. Adjei,2024-03-24,4.4,True,93.1,1,True,True,True,Hired,,35.0,6897.95
APP-100616,CAND-634953,Sales,Sales Development Rep,Mid,Company Website,North America,Bachelor's,Female,C. Adjei,2024-09-15,1.8,True,80.2,1,True,True,True,Hired,,32.0,616.96
APP-101439,CAND-517965,Sales,Account Executive,Mid,Job Board,North America,PhD,Male,B. Owusu,2025-01-23,7.5,False,,0,False,False,False,Applied,Rejected at Screening,,1882.17
APP-100684,CAND-988056,Engineering,Senior Software Engineer,Mid,Employee Referral,LATAM,Bachelor's,Female,A. Mensah,2024-07-15,0.8,False,,0,False,False,False,Applied,Rejected at Screening,,1488.17
APP-100482,CAND-759508,Engineering,DevOps Engineer,Junior,Company Website,EMEA,Master's,Male,B. Owusu,2024-06-14,3.0,True,61.9,1,False,False,False,Interview,Rejected at Interview,,822.86
APP-100141,CAND-998447,Sales,Sales Manager,Mid,LinkedIn,LATAM,PhD,Male,E. Sarpong,2025-01-24,4.6,False,,0,False,False,False,Applied,Rejected at Screening,,3195.52
APP-100697,CAND-1166180,Engineering,Engineering Manager,Lead,Company Website,EMEA,Bachelor's,Male,C. Adjei,2025-09-25,8.6,False,,0,False,False,False,Applied,Rejected at Screening,,427.73
APP-100123,CAND-1192996,Engineering,Software Engineer,Mid,Company Website,APAC,Bachelor's,Male,A. Mensah,2025-10-20,5.5,False,,0,False,False,False,Applied,Rejected at Screening,,1078.66
APP-101327,CAND-304260,Engineering,DevOps Engineer,Lead,Recruitment Agency,EMEA,PhD,Male,F. Antwi,2024-12-07,9.1,False,,0,False,False,False,Applied,Rejected at Screening,,9350.49
APP-100855,CAND-870722,Customer Success,Support Specialist,Junior,LinkedIn,North America,Bachelor's,Male,B. Owusu,2025-05-30,0.8,True,50.9,0,False,False,False,Screened,Failed Assessment,,2801.47
APP-100136,CAND-951282,Marketing,Content Strategist,Junior,Company Website,EMEA,Bachelor's,Male,F. Antwi,2024-03-31,0.0,False,,0,False,False,False,Applied,Rejected at Screening,,332.0
APP-101021,CAND-534123,Engineering,Engineering Manager,Senior,Employee Referral,EMEA,Bachelor's,Male,C. Adjei,2024-10-03,8.2,True,74.3,0,False,False,False,Assessment,Rejected at Assessment,,1748.83
APP-100025,CAND-290105,Engineering,QA Engineer,Senior,Employee Referral,LATAM,Diploma,Undisclosed,B. Owusu,2025-06-20,11.8,False,,0,False,False,False,Applied,Rejected at Screening,,913.42
APP-100598,CAND-619374,Customer Success,Support Specialist,Mid,Job Board,North America,Master's,Female,C. Adjei,2024-10-03,2.9,True,57.1,0,False,False,False,Screened,Failed Assessment,,1896.21
APP-100991,CAND-623038,Engineering,QA Engineer,Junior,LinkedIn,APAC,Bachelor's,Female,B. Owusu,2024-12-25,1.6,False,,0,False,False,False,Applied,Rejected at Screening,,4467.34
APP-101336,CAND-1033674,Sales,Account Executive,Senior,LinkedIn,North America,Bachelor's,Female,B. Owusu,2024-09-12,10.6,True,75.4,2,False,False,False,Interview,Rejected at Interview,,1532.98
APP-101413,CAND-453335,Finance,Financial Analyst,Senior,Recruitment Agency,North America,Bachelor's,Male,D. Boateng,2025-09-23,8.8,False,,0,False,False,False,Applied,Rejected at Screening,,6830.56
APP-101027,CAND-954928,People & Culture,HR Business Partner,Mid,Company Website,North America,Bachelor's,Male,C. Adjei,2024-01-10,0.3,False,,0,False,False,False,Applied,Rejected at Screening,,425.89
APP-100491,CAND-919039,Sales,Sales Manager,Mid,LinkedIn,EMEA,Unknown,Male,B. Owusu,2024-10-11,2.1,True,36.1,0,False,False,False,Screened,Failed Assessment,,2600.88
APP-101396,CAND-1186244,Customer Success,Support Specialist,Junior,LinkedIn,APAC,Unknown,Male,E. Sarpong,2024-02-03,3.6,True,73.8,2,False,False,False,Interview,Rejected at Interview,,2454.3
APP-101042,CAND-1099563,Engineering,Senior Software Engineer,Junior,LinkedIn,EMEA,PhD,Male,E. Sarpong,2024-12-03,0.0,True,90.0,2,False,False,False,Interview,Rejected at Interview,,3816.25
APP-100385,CAND-962173,Engineering,Senior Software Engineer,Junior,Company Website,North America,High School,Female,C. Adjei,2025-09-15,4.4,True,41.0,0,False,False,False,Screened,Failed Assessment,,1187.29
APP-101202,CAND-1136436,Data & Analytics,Data Analyst,Junior,Job Board,North America,Diploma,Female,F. Antwi,2025-10-01,0.0,False,,0,False,False,False,Applied,Rejected at Screening,,3276.94
APP-100336,CAND-946103,Customer Success,Support Specialist,Junior,Job Board,Unknown,Bachelor's,Female,B. Owusu,2024-04-13,1.0,True,55.1,0,False,False,False,Screened,Failed Assessment,,3043.37
APP-100401,CAND-206090,Engineering,Software Engineer,Junior,LinkedIn,North America,Bachelor's,Male,F. Antwi,2024-01-19,2.9,False,,0,False,False,False,Applied,Rejected at Screening,,3034.29
APP-101568,CAND-979026,Sales,Sales Development Rep,Junior,Employee Referral,LATAM,Master's,Female,A. Mensah,2024-09-25,2.1,True,68.4,2,True,True,True,Hired,,20.0,928.42
APP-100154,CAND-277837,Engineering,Engineering Manager,Senior,LinkedIn,APAC,Bachelor's,Male,D. Boateng,2025-10-20,7.5,True,62.1,3,False,False,False,Interview,Rejected at Interview,,4064.36
APP-100838,CAND-346653,Customer Success,Customer Success Manager,Mid,University/Campus,North America,Bachelor's,Female,A. Mensah,2024-10-07,1.0,False,,0,False,False,False,Applied,Rejected at Screening,,1423.76
APP-101677,CAND-774337,People & Culture,HR Business Partner,Junior,Job Board,North America,Master's,Female,C. Adjei,2024-09-21,4.8,True,49.7,0,False,False,False,Screened,Failed Assessment,,1812.77
APP-100412,CAND-328162,Engineering,DevOps Engineer,Junior,Employee Referral,EMEA,Master's,Female,F. Antwi,2024-01-03,4.1,False,,0,False,False,False,Applied,Rejected at Screening,,1383.67
APP-100799,CAND-244842,Sales,Sales Development Rep,Lead,Employee Referral,North America,Bachelor's,Female,B. Owusu,2025-03-10,8.7,False,,0,False,False,False,Applied,Rejected at Screening,,1047.25
APP-100597,CAND-927754,Engineering,Engineering Manager,Mid,Job Board,North America,Bachelor's,Non-binary,F. Antwi,2024-04-21,4.5,True,44.6,0,False,False,False,Screened,Failed Assessment,,2769.51
APP-101016,CAND-600030,Engineering,QA Engineer,Mid,Company Website,APAC,Diploma,Female,D. Boateng,2024-04-20,5.5,True,65.7,3,False,False,False,Interview,Rejected at Interview,,750.55
APP-101375,CAND-427758,Marketing,Growth Marketer,Mid,LinkedIn,North America,Diploma,Male,C. Adjei,2025-08-14,6.0,True,51.9,0,False,False,False,Screened,Failed Assessment,,2433.52
APP-100022,CAND-842482,People & Culture,People Ops Specialist,Senior,Recruitment Agency,LATAM,Master's,Male,A. Mensah,2025-02-24,7.9,True,66.4,0,False,False,False,Assessment,Rejected at Assessment,,1456.01
APP-100310,CAND-1084609,Finance,FP&A Manager,Junior,Employee Referral,North America,Bachelor's,Female,C. Adjei,2025-04-29,2.7,True,74.0,1,True,True,True,Hired,,30.0,1257.21
APP-100816,CAND-755836,Sales,Account Executive,Senior,LinkedIn,North America,Master's,Female,A. Mensah,2024-06-20,7.3,True,51.0,0,False,False,False,Screened,Failed Assessment,,1426.13
APP-100724,CAND-994153,Sales,Account Executive,Junior,Recruitment Agency,EMEA,Bachelor's,Male,C. Adjei,2024-06-30,3.1,False,,0,False,False,False,Applied,Rejected at Screening,,8985.55
APP-101774,CAND-709210,Marketing,Growth Marketer,Mid,Company Website,North America,Master's,Male,C. Adjei,2024-12-07,3.6,False,,0,False,False,False,Applied,Rejected at Screening,,594.65
APP-101271,CAND-600827,Engineering,Engineering Manager,Mid,LinkedIn,APAC,Diploma,Male,E. Sarpong,2025-06-02,3.7,True,41.7,0,False,False,False,Screened,Failed Assessment,,4057.74
APP-101631,CAND-1195565,Finance,FP&A Manager,Mid,Job Board,EMEA,Bachelor's,Undisclosed,A. Mensah,2025-09-14,0.0,True,54.3,0,False,False,False,Screened,Failed Assessment,,3573.63
APP-101129,CAND-721457,Engineering,Senior Software Engineer,Lead,Employee Referral,APAC,Bachelor's,Male,F. Antwi,2024-03-02,15.7,False,,0,False,False,False,Applied,Rejected at Screening,,1969.18
APP-101252,CAND-1115516,Engineering,Senior Software Engineer,Junior,Recruitment Agency,APAC,PhD,Male,C. Adjei,2025-02-27,2.4,True,74.4,2,False,False,False,Interview,Rejected at Interview,,6114.64
APP-101771,CAND-344809,Marketing,Marketing Manager,Senior,Job Board,APAC,Bachelor's,Male,E. Sarpong,2024-08-18,12.6,True,46.9,0,False,False,False,Screened,Failed Assessment,,2031.89
APP-101722,CAND-1092282,Customer Success,Support Specialist,Senior,Employee Referral,EMEA,Master's,Female,E. Sarpong,2025-03-29,8.6,True,81.4,0,False,False,False,Assessment,Rejected at Assessment,,805.51
APP-100390,CAND-1148089,Finance,FP&A Manager,Mid,Job Board,EMEA,Master's,Female,D. Boateng,2025-05-05,5.6,False,,0,False,False,False,Applied,Rejected at Screening,,2306.46
APP-100431,CAND-1084537,Engineering,DevOps Engineer,Junior,Job Board,North America,Bachelor's,Male,C. Adjei,2024-09-18,2.9,True,66.9,3,False,False,False,Interview,Rejected at Interview,,2849.12
APP-100373,CAND-516232,Engineering,Senior Software Engineer,Junior,Recruitment Agency,APAC,Bachelor's,Female,F. Antwi,2024-04-27,1.9,False,,0,False,False,False,Applied,Rejected at Screening,,12602.39
APP-100152,CAND-528700,People & Culture,People Ops Specialist,Junior,Employee Referral,Unknown,High School,Female,C. Adjei,2024-10-31,0.6,True,71.2,1,False,False,False,Interview,Rejected at Interview,,518.31
APP-101162,CAND-998648,People & Culture,HR Business Partner,Mid,Company Website,North America,Bachelor's,Male,F. Antwi,2025-09-09,8.2,True,46.6,0,False,False,False,Screened,Failed Assessment,,531.33
APP-100043,CAND-569867,Marketing,Growth Marketer,Mid,Job Board,North America,Bachelor's,Male,F. Antwi,2024-08-14,5.3,False,,0,False,False,False,Applied,Rejected at Screening,,3442.1
APP-100856,CAND-838404,Engineering,Software Engineer,Junior,LinkedIn,LATAM,Bachelor's,Female,F. Antwi,2024-08-11,2.1,True,41.3,0,False,False,False,Screened,Failed Assessment,,4343.83
APP-100771,CAND-399614,Customer Success,Support Specialist,Mid,Employee Referral,North America,Bachelor's,Undisclosed,E. Sarpong,2025-03-19,4.9,True,66.9,3,True,True,True,Hired,,38.0,367.42
APP-100160,CAND-933416,Engineering,Senior Software Engineer,Junior,LinkedIn,EMEA,PhD,Male,A. Mensah,2024-12-03,0.5,False,,0,False,False,False,Applied,Rejected at Screening,,4480.95
APP-100657,CAND-696053,Data & Analytics,Data Analyst,Senior,University/Campus,North America,High School,Male,B. Owusu,2025-09-17,8.4,False,,0,False,False,False,Applied,Rejected at Screening,,2064.31
APP-101049,CAND-1155776,Engineering,QA Engineer,Mid,University/Campus,Unknown,Bachelor's,Male,F. Antwi,2025-08-08,2.1,True,60.0,0,False,False,False,Assessment,Rejected at Assessment,,3138.98
APP-101425,CAND-511696,Sales,Sales Development Rep,Senior,Recruitment Agency,APAC,Master's,Undisclosed,F. Antwi,2025-05-14,10.4,False,,0,False,False,False,Applied,Rejected at Screening,,8094.05
APP-101170,CAND-869639,Customer Success,Customer Success Manager,Junior,Recruitment Agency,LATAM,Bachelor's,Male,E. Sarpong,2025-02-07,2.5,False,,0,False,False,False,Applied,Rejected at Screening,,7173.08
APP-100201,CAND-711143,Finance,Accountant,Senior,LinkedIn,Unknown,Unknown,Female,A. Mensah,2025-01-25,8.2,True,63.1,2,False,False,False,Interview,Rejected at Interview,,3073.22
APP-101756,CAND-267372,Engineering,DevOps Engineer,Mid,Job Board,EMEA,PhD,Female,F. Antwi,2024-03-05,2.6,False,,0,False,False,False,Applied,Rejected at Screening,,3166.03
APP-100009,CAND-222803,Engineering,Software Engineer,Junior,University/Campus,EMEA,Bachelor's,Male,D. Boateng,2024-07-16,0.0,False,,0,False,False,False,Applied,Rejected at Screening,,3154.03
APP-101608,CAND-1051288,Engineering,DevOps Engineer,Mid,Employee Referral,North America,Bachelor's,Male,B. Owusu,2024-10-19,4.7,True,76.9,0,False,False,False,Assessment,Rejected at Assessment,,718.16
APP-100333,CAND-498541,Marketing,Marketing Manager,Senior,Employee Referral,North America,Bachelor's,Male,D. Boateng,2025-08-02,8.1,True,65.3,0,False,False,False,Assessment,Rejected at Assessment,,1340.29
APP-100569,CAND-421596,Engineering,Senior Software Engineer,Senior,LinkedIn,EMEA,Bachelor's,Female,A. Mensah,2024-10-22,8.8,False,,0,False,False,False,Applied,Rejected at Screening,,4434.31
APP-101267,CAND-316702,Marketing,Growth Marketer,Mid,LinkedIn,North America,Master's,Male,E. Sarpong,2025-02-03,9.7,True,50.1,0,False,False,False,Screened,Failed Assessment,,4416.53
APP-100722,CAND-890287,Sales,Sales Development Rep,Mid,Job Board,EMEA,Bachelor's,Male,A. Mensah,2024-12-02,1.2,False,,0,False,False,False,Applied,Rejected at Screening,,2751.73
APP-101532,CAND-882014,Sales,Sales Manager,Junior,Recruitment Agency,APAC,Bachelor's,Male,E. Sarpong,2024-06-19,4.1,True,75.4,0,False,False,False,Assessment,Rejected at Assessment,,6764.0
APP-101451,CAND-354533,Customer Success,Customer Success Manager,Mid,Job Board,North America,Bachelor's,Female,F. Antwi,2024-04-13,3.5,False,,0,False,False,False,Applied,Rejected at Screening,,1426.35
APP-100548,CAND-1106214,Engineering,Senior Software Engineer,Mid,Job Board,LATAM,Bachelor's,Male,D. Boateng,2025-06-24,9.3,True,69.8,2,False,False,False,Interview,Rejected at Interview,,3196.19
APP-101769,CAND-545338,Marketing,Growth Marketer,Mid,Company Website,EMEA,Bachelor's,Non-binary,E. Sarpong,2025-01-11,1.4,False,,0,False,False,False,Applied,Rejected at Screening,,646.32
APP-101141,CAND-314883,Sales,Sales Manager,Lead,LinkedIn,North America,Bachelor's,Male,C. Adjei,2024-06-18,15.4,False,,0,False,False,False,Applied,Rejected at Screening,,1788.13
APP-101168,CAND-655437,Engineering,Software Engineer,Mid,Job Board,North America,PhD,Female,C. Adjei,2025-06-04,8.0,True,68.3,0,False,False,False,Assessment,Rejected at Assessment,,3713.06
APP-101190,CAND-328302,Finance,Financial Analyst,Senior,University/Campus,North America,Bachelor's,Female,D. Boateng,2024-02-18,7.6,True,65.6,3,True,True,True,Hired,,63.0,1770.11
APP-101734,CAND-359911,Engineering,Software Engineer,Mid,LinkedIn,EMEA,Bachelor's,Male,A. Mensah,2024-01-04,4.3,False,,0,False,False,False,Applied,Rejected at Screening,,3337.29
APP-100921,CAND-853525,Data & Analytics,Data Scientist,Senior,Job Board,Unknown,Master's,Male,C. Adjei,2025-08-25,9.7,False,,0,False,False,False,Applied,Rejected at Screening,,1523.49
APP-100628,CAND-945935,Engineering,Software Engineer,Junior,LinkedIn,LATAM,Bachelor's,Male,B. Owusu,2025-07-30,0.2,False,,0,False,False,False,Applied,Rejected at Screening,,1891.24
APP-101198,CAND-1094462,Engineering,Senior Software Engineer,Mid,Recruitment Agency,North America,Bachelor's,Undisclosed,D. Boateng,2024-09-13,7.8,True,54.3,0,False,False,False,Screened,Failed Assessment,,13588.85
APP-100851,CAND-698836,Marketing,Growth Marketer,Junior,Employee Referral,EMEA,Diploma,Female,D. Boateng,2024-12-13,0.6,False,,0,False,False,False,Applied,Rejected at Screening,,770.34
APP-101012,CAND-570055,Engineering,Engineering Manager,Mid,Employee Referral,North America,Bachelor's,Female,A. Mensah,2024-08-10,7.2,True,70.8,1,True,True,True,Hired,,18.0,1583.01
APP-100126,CAND-1175229,People & Culture,HR Business Partner,Senior,Recruitment Agency,North America,Diploma,Male,D. Boateng,2024-07-23,6.7,True,69.6,0,False,False,False,Assessment,Rejected at Assessment,,2706.26
APP-100596,CAND-379681,Engineering,Software Engineer,Junior,Company Website,North America,Unknown,Female,F. Antwi,2025-05-07,0.0,False,,0,False,False,False,Applied,Rejected at Screening,,637.16
APP-100681,CAND-905601,Engineering,Senior Software Engineer,Senior,LinkedIn,North America,PhD,Female,D. Boateng,2025-05-04,5.6,False,,0,False,False,False,Applied,Rejected at Screening,,4873.27
APP-101230,CAND-883902,Finance,FP&A Manager,Mid,Employee Referral,APAC,Bachelor's,Female,F. Antwi,2025-02-23,2.1,False,,0,False,False,False,Applied,Rejected at Screening,,1390.37
APP-101191,CAND-562201,Sales,Sales Development Rep,Mid,Employee Referral,APAC,Unknown,Female,D. Boateng,2024-10-01,7.9,True,80.5,0,False,False,False,Assessment,Rejected at Assessment,,724.03
APP-101792,CAND-325984,Sales,Account Executive,Mid,Job Board,APAC,Diploma,Male,D. Boateng,2024-02-29,9.4,False,,0,False,False,False,Applied,Rejected at Screening,,2397.46
APP-100436,CAND-1033244,Finance,Accountant,Senior,Employee Referral,APAC,Bachelor's,Female,A. Mensah,2024-05-17,7.7,False,,0,False,False,False,Applied,Rejected at Screening,,1502.56
APP-100673,CAND-545581,Engineering,QA Engineer,Junior,LinkedIn,LATAM,Bachelor's,Male,D. Boateng,2024-02-03,5.1,True,86.3,1,True,True,True,Hired,,44.0,6491.42
APP-101444,CAND-714891,Engineering,DevOps Engineer,Senior,Company Website,North America,Master's,Male,E. Sarpong,2024-12-29,5.7,False,,0,False,False,False,Applied,Rejected at Screening,,601.46
APP-101125,CAND-875390,Customer Success,Support Specialist,Senior,LinkedIn,EMEA,High School,Male,D. Boateng,2025-02-15,12.4,True,35.3,0,False,False,False,Screened,Failed Assessment,,2876.91
APP-101345,CAND-669614,People & Culture,HR Business Partner,Mid,Job Board,North America,Bachelor's,Female,B. Owusu,2025-04-26,3.5,False,,0,False,False,False,Applied,Rejected at Screening,,2841.36
APP-100504,CAND-617539,Customer Success,Support Specialist,Senior,LinkedIn,EMEA,Diploma,Female,F. Antwi,2024-02-21,9.7,False,,0,False,False,False,Applied,Rejected at Screening,,1186.78
APP-100234,CAND-1027007,Engineering,Software Engineer,Mid,LinkedIn,North America,PhD,Female,E. Sarpong,2024-06-30,5.0,False,,0,False,False,False,Applied,Rejected at Screening,,6025.38
APP-100664,CAND-528893,Sales,Sales Manager,Senior,Recruitment Agency,North America,Diploma,Female,D. Boateng,2025-09-06,7.9,True,47.7,0,False,False,False,Screened,Failed Assessment,,6144.67
APP-100568,CAND-349906,Engineering,DevOps Engineer,Senior,Employee Referral,North America,Master's,Female,F. Antwi,2024-03-19,8.1,True,59.3,0,False,False,False,Screened,Failed Assessment,,1118.23
APP-100350,CAND-751349,Engineering,Software Engineer,Mid,LinkedIn,APAC,Bachelor's,Female,D. Boateng,2025-08-15,10.5,True,66.6,3,True,True,True,Hired,,53.0,3422.7
APP-100317,CAND-265277,People & Culture,People Ops Specialist,Senior,LinkedIn,LATAM,Bachelor's,Female,A. Mensah,2024-06-22,6.3,False,,0,False,False,False,Applied,Rejected at Screening,,2723.97
APP-100472,CAND-720436,Engineering,Software Engineer,Senior,Employee Referral,North America,High School,Male,D. Boateng,2024-04-11,11.9,True,72.3,1,True,True,True,Hired,,50.0,1883.5
APP-101744,CAND-668773,Engineering,Engineering Manager,Junior,LinkedIn,North America,Bachelor's,Male,D. Boateng,2025-10-27,2.6,False,,0,False,False,False,Applied,Rejected at Screening,,4719.34
APP-100389,CAND-795800,Marketing,Marketing Specialist,Mid,Employee Referral,APAC,Bachelor's,Female,E. Sarpong,2024-08-07,0.8,True,58.7,0,False,False,False,Screened,Failed Assessment,,960.6
APP-100131,CAND-1085704,Sales,Sales Development Rep,Junior,Job Board,North America,Master's,Male,F. Antwi,2025-05-07,0.0,False,,0,False,False,False,Applied,Rejected at Screening,,3689.72
APP-101111,CAND-635504,Finance,Accountant,Mid,Recruitment Agency,North America,Bachelor's,Male,B. Owusu,2025-08-19,5.2,False,,0,False,False,False,Applied,Rejected at Screening,,8880.14
APP-100137,CAND-1127969,Sales,Sales Development Rep,Junior,LinkedIn,North America,Master's,Female,F. Antwi,2025-07-09,0.5,True,80.9,3,False,False,False,Interview,Rejected at Interview,,2842.24
APP-101213,CAND-1006003,Marketing,Growth Marketer,Mid,Job Board,North America,Diploma,Undisclosed,E. Sarpong,2025-04-27,8.0,False,,0,False,False,False,Applied,Rejected at Screening,,2176.8
APP-101323,CAND-962516,Sales,Sales Manager,Mid,LinkedIn,North America,Master's,Male,E. Sarpong,2024-11-28,2.2,True,70.8,3,True,True,True,Hired,,39.0,3986.59
APP-100224,CAND-448770,Marketing,Marketing Manager,Junior,Employee Referral,EMEA,Bachelor's,Male,C. Adjei,2025-05-25,5.0,False,,0,False,False,False,Applied,Rejected at Screening,,1287.4
APP-100833,CAND-550944,Sales,Account Executive,Junior,Employee Referral,North America,Bachelor's,Female,B. Owusu,2025-02-08,1.6,False,,0,False,False,False,Applied,Rejected at Screening,,1154.02
APP-101628,CAND-1062991,Engineering,Software Engineer,Junior,Job Board,LATAM,Master's,Female,C. Adjei,2024-11-01,0.0,True,43.9,0,False,False,False,Screened,Failed Assessment,,2309.3
APP-101698,CAND-650758,Finance,Financial Analyst,Senior,Employee Referral,EMEA,Diploma,Male,A. Mensah,2025-03-09,9.4,True,81.0,3,True,True,True,Hired,,49.0,1093.43
APP-100062,CAND-250519,Marketing,Content Strategist,Senior,Recruitment Agency,EMEA,Bachelor's,Female,A. Mensah,2025-04-28,5.7,False,,0,False,False,False,Applied,Rejected at Screening,,2988.19
APP-101430,CAND-1093517,Finance,FP&A Manager,Mid,LinkedIn,North America,Master's,Female,F. Antwi,2024-11-03,4.6,False,,0,False,False,False,Applied,Rejected at Screening,,2471.24
APP-100101,CAND-470341,Sales,Sales Development Rep,Senior,LinkedIn,APAC,Bachelor's,Male,A. Mensah,2024-02-09,7.5,True,60.6,0,False,False,False,Assessment,Rejected at Assessment,,1127.41
APP-100993,CAND-397280,Engineering,Senior Software Engineer,Mid,Employee Referral,Unknown,Diploma,Female,A. Mensah,2025-07-13,5.4,False,,0,False,False,False,Applied,Rejected at Screening,,1391.81
APP-100793,CAND-751390,Customer Success,Onboarding Specialist,Junior,Job Board,APAC,Bachelor's,Male,B. Owusu,2025-07-13,2.6,True,51.6,0,False,False,False,Screened,Failed Assessment,,2070.38
APP-100300,CAND-380885,Sales,Solutions Consultant,Senior,Company Website,EMEA,Diploma,Male,E. Sarpong,2024-11-17,8.4,True,70.2,0,False,False,False,Assessment,Rejected at Assessment,,318.42
APP-100560,CAND-926207,Customer Success,Customer Success Manager,Mid,LinkedIn,APAC,Bachelor's,Male,E. Sarpong,2024-05-02,6.2,False,,0,False,False,False,Applied,Rejected at Screening,,3056.76
APP-100260,CAND-202477,Customer Success,Customer Success Manager,Mid,Job Board,North America,Bachelor's,Male,E. Sarpong,2025-10-27,0.0,True,39.4,0,False,False,False,Screened,Failed Assessment,,1112.85
APP-100781,CAND-773518,Sales,Solutions Consultant,Mid,Job Board,EMEA,PhD,Female,C. Adjei,2025-10-04,2.4,False,,0,False,False,False,Applied,Rejected at Screening,,2083.23
APP-100666,CAND-692028,Marketing,Marketing Specialist,Senior,Job Board,APAC,Master's,Male,B. Owusu,2025-10-28,9.4,False,,0,False,False,False,Applied,Rejected at Screening,,2451.66
APP-100769,CAND-202258,Engineering,QA Engineer,Mid,LinkedIn,EMEA,Bachelor's,Undisclosed,B. Owusu,2024-06-03,2.8,True,59.7,0,False,False,False,Screened,Failed Assessment,,4121.23
